,,,,,,,,,,,,
,CONVOCATORIAS_PLAZAS,,,,,,,,,,,
,ID_CONVOCATORIA,NUM_CONVOCATORIA,DESCRIPCION_PLAZA,CLAVE_PRESUPUESTAL_PLAZA,ID_CATEGORIA,HORAS,ID_DEPARTAMENTO,PERFIL_REQUERIDO,ID_DISCIPLINA,TEMA_A_EVALUAR,SUELDO_M_07_MENSUAL ,ESTADO_CONVOCATORIA 
